block_id,nlcd_vegetation
60070001044,0.0531403229028135
60070024021,0.9859568323346924
60070024012,0.8488711225802005
60070016011,0.0246801184994981
60070016021,0.0697266368843184
60070016022,0.0023063172743512
60070024023,0.8884390574817382
60070004042,0.0
60070024011,0.6330569024777479
60070004041,0.0308835823364847
60070001032,0.0711465674815066
60070004031,0.0671274729681574
60070016012,0.0610987298354342
60070004032,0.0
60070016023,0.0245853617806004
60070009044,0.0349308648023474
60070024022,0.9994927153543234
60070004012,0.001577128499477
60070005015,0.0
60070035013,0.0
60070035021,0.3029530344824713
60070037002,0.1163432737447037
60070009032,0.4495528675418039
60070035012,0.0
60070004011,0.0003750902704481
60070017042,0.0
60070026013,0.0786661777544743
60070001043,0.0
60070001031,0.0023064083963953
60070001041,0.0079505167811437
60070001042,0.034482014269648
60070009041,0.0361321494849423
60070009043,0.0
60070017032,0.0
60070017043,0.0
60070026021,0.0386118570556846
60070030011,0.0
60070030012,0.0
60070009033,0.0085227120854605
60070026023,0.2899970965806638
60070035011,0.0101169083648072
60070035014,0.0
60070030013,0.0
60070030022,0.0003220000292651
60070030023,0.0
60070035022,0.0
60070035023,0.0
60070035024,0.0
60070037001,0.0
60070037003,0.0
60070037004,0.0
60070030014,0.0
60070009011,0.0407196590428056
60070009031,0.0425885586598023
60070009034,0.261840556540782
60070026012,0.1386984723374614
60070030024,0.0
60070032003,0.0262529980650728
60070034001,0.0136003428556295
60070034002,0.0020823424985588
60070036001,0.0
60070036002,8.824904209910158e-06
60070031001,0.0359082891096962
60070009042,0.0072708573664621
60070017031,0.0
60070017041,0.0322402196108812
60070026011,0.0302042359691665
60070026022,0.8753881166099374
60070030021,0.0643269936197619
60070020005,0.0
60070020006,0.0
60070021001,0.0
60070021002,0.0
60070021003,0.0
60070021005,0.0
60070022001,0.1179305774538835
60070022003,0.0
60070023003,0.2143442982054262
60070025001,0.0
60070025002,0.0
60070025003,0.0
60070027002,0.4426056483124756
60070027003,0.0
60070002013,0.0
60070019001,0.0045000784244192
60070023001,0.0845562612335457
60070010005,0.0022929192300965
60070012001,0.0
60070015005,0.0354512803410131
60070027004,0.0
60070031002,0.0391047560883991
60070031004,0.0
60070032001,0.0
60070032002,0.0044295473254966
60070017024,0.1186211498462502
60070031003,0.0970504844711468
60070001022,0.0067554188013207
60070006033,0.0153561667919889
60070019002,0.0
60070027005,0.0
60070028001,0.0
60070028002,0.0
60070028003,0.0
60070028005,0.0
60070029001,0.3672308612426996
60070029002,0.4652080550952484
60070033002,0.0741451042117942
60070017021,0.0
60070023005,0.0193597599175066
60070022004,0.0
60070018001,0.0
60070027001,0.1580578548376607
60070028004,0.0
60070027006,0.0117714556724617
60070017022,0.0
60070036003,0.0543639176346812
60070015004,0.001710920608349
60070021004,0.0
60070003003,0.0256344295244632
60070002024,0.0363768975427391
60070008004,0.0
60070006032,0.0
60070023002,0.0584578268623714
60070033003,0.0795538925060391
60070006043,0.0
60070014003,0.1260526249236896
60070005022,0.0
60070022002,6.963196672819523e-05
60070011001,0.0
60070017023,0.0
60070006045,0.0
60070002023,0.0
60070003001,0.0081590715227398
60070023004,0.0892553075169966
60070001023,0.0014388377001785
60070010003,0.0
60070020001,0.0
60070025004,0.2703086443915966
60070033001,0.11384939474833
60070001021,0.0081084214948601
60070002011,0.0
60070002012,0.2812316028433198
60070002014,0.0114873590396752
60070002021,0.0225707526850805
60070002022,0.0109398158348412
60070003002,0.0321369253934618
60070003004,0.0
60070005014,0.0
60070005011,0.0
60070005012,0.0
60070005013,0.0
60070006011,0.0
60070005021,0.0
60070005023,0.0
60070005024,0.0162260534372985
60070006012,0.0
60070006013,0.0
60070006031,0.0
60070008006,0.0
60070006042,0.0
60070006044,0.0
60070007001,0.0
60070007002,0.0
60070007003,0.0015320413611867
60070006041,0.0006523086343043
60070007004,0.0
60070008001,0.0
60070008002,0.0
60070008003,0.0
60070008005,0.0
60070010001,0.0
60070010002,0.033719218660171
60070010004,0.024246309708569
60070010006,0.0074021565614701
60070011002,0.0
60070011003,0.0650827223491969
60070011004,0.0048178868010317
60070011005,0.0169568942745401
60070012002,0.0
60070012003,0.026083585465121
60070012004,0.0
60070013001,0.0
60070013002,0.0
60070013003,0.0293084277647845
60070013004,0.0
60070014001,0.0230962091009502
60070014002,0.0101035412569711
60070014004,0.4204331725962525
60070015001,0.0030267377631871
60070015002,0.0004458903754453
60070015003,0.0
60070018002,0.0
60070018003,0.0
60070018004,0.0
60070018005,0.0
60070019003,0.0
60070019004,0.0
60070020002,0.0
60070020003,0.0
60070020004,0.0
